coverage_id,persona,stage,goal_id,goal,platform,scenario,entry_route_hint,receiving_actor,expected_persisted_result,owner_domain,shipping_state,status,campaign_id,deployed_sha,actor_ids,before_state,after_state,evidence,finding_id,receiver_evidence,scope_decision_task,scope_approver
WRK-04-WEB-ACCESSIBILITY,worker,staff,WRK-04,View confirm or change assigned shift,web,accessibility,/work-mode; worker schedule,organization_manager|venue_manager,Shift status agrees after reload,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-04-WEB-RESPONSIVE_OR_NATIVE,worker,staff,WRK-04,View confirm or change assigned shift,web,responsive_or_native,/work-mode; worker schedule,organization_manager|venue_manager,Shift status agrees after reload,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-04-WEB-UNAUTHORIZED,worker,staff,WRK-04,View confirm or change assigned shift,web,unauthorized,/work-mode; worker schedule,organization_manager|venue_manager,Shift status agrees after reload,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-05-WEB-SUCCESS,worker,execute,WRK-05,Check in and out and acknowledge packet,web,success,/work-mode/assignments,organization_manager|venue_manager,Attendance and acknowledgement events persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-05-WEB-EMPTY_STATE,worker,execute,WRK-05,Check in and out and acknowledge packet,web,empty_state,/work-mode/assignments,organization_manager|venue_manager,Attendance and acknowledgement events persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-05-WEB-INVALID_INPUT,worker,execute,WRK-05,Check in and out and acknowledge packet,web,invalid_input,/work-mode/assignments,organization_manager|venue_manager,Attendance and acknowledgement events persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-05-WEB-CANCEL_OR_RETRY,worker,execute,WRK-05,Check in and out and acknowledge packet,web,cancel_or_retry,/work-mode/assignments,organization_manager|venue_manager,Attendance and acknowledgement events persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-05-WEB-NOTIFICATION,worker,execute,WRK-05,Check in and out and acknowledge packet,web,notification,/work-mode/assignments,organization_manager|venue_manager,Attendance and acknowledgement events persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-05-WEB-PERSISTENCE,worker,execute,WRK-05,Check in and out and acknowledge packet,web,persistence,/work-mode/assignments,organization_manager|venue_manager,Attendance and acknowledgement events persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-05-WEB-ACCESSIBILITY,worker,execute,WRK-05,Check in and out and acknowledge packet,web,accessibility,/work-mode/assignments,organization_manager|venue_manager,Attendance and acknowledgement events persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-05-WEB-RESPONSIVE_OR_NATIVE,worker,execute,WRK-05,Check in and out and acknowledge packet,web,responsive_or_native,/work-mode/assignments,organization_manager|venue_manager,Attendance and acknowledgement events persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-05-WEB-UNAUTHORIZED,worker,execute,WRK-05,Check in and out and acknowledge packet,web,unauthorized,/work-mode/assignments,organization_manager|venue_manager,Attendance and acknowledgement events persist,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-06-WEB-SUCCESS,worker,close,WRK-06,Inspect completed work history,web,success,/work-mode; work history,organization_manager|venue_manager,History reflects completed shift,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-06-WEB-EMPTY_STATE,worker,close,WRK-06,Inspect completed work history,web,empty_state,/work-mode; work history,organization_manager|venue_manager,History reflects completed shift,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-06-WEB-INVALID_INPUT,worker,close,WRK-06,Inspect completed work history,web,invalid_input,/work-mode; work history,organization_manager|venue_manager,History reflects completed shift,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-06-WEB-CANCEL_OR_RETRY,worker,close,WRK-06,Inspect completed work history,web,cancel_or_retry,/work-mode; work history,organization_manager|venue_manager,History reflects completed shift,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-06-WEB-NOTIFICATION,worker,close,WRK-06,Inspect completed work history,web,notification,/work-mode; work history,organization_manager|venue_manager,History reflects completed shift,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-06-WEB-PERSISTENCE,worker,close,WRK-06,Inspect completed work history,web,persistence,/work-mode; work history,organization_manager|venue_manager,History reflects completed shift,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-06-WEB-ACCESSIBILITY,worker,close,WRK-06,Inspect completed work history,web,accessibility,/work-mode; work history,organization_manager|venue_manager,History reflects completed shift,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-06-WEB-RESPONSIVE_OR_NATIVE,worker,close,WRK-06,Inspect completed work history,web,responsive_or_native,/work-mode; work history,organization_manager|venue_manager,History reflects completed shift,work,needs_ui_confirmation,not_run,,,,,,,,,,
WRK-06-WEB-UNAUTHORIZED,worker,close,WRK-06,Inspect completed work history,web,unauthorized,/work-mode; work history,organization_manager|venue_manager,History reflects completed shift,work,needs_ui_confirmation,not_run,,,,,,,,,,
DOOR-01-WEB-SUCCESS,door_staff,execute,DOOR-01,View guest list and scan ticket,web,success,/admin/dashboard/events/[id]/check-in; /venue/events/[id]/check-in,customer|organization_manager,Admission is recorded once and visible to buyer and manager,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
DOOR-01-WEB-EMPTY_STATE,door_staff,execute,DOOR-01,View guest list and scan ticket,web,empty_state,/admin/dashboard/events/[id]/check-in; /venue/events/[id]/check-in,customer|organization_manager,Admission is recorded once and visible to buyer and manager,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
DOOR-01-WEB-INVALID_INPUT,door_staff,execute,DOOR-01,View guest list and scan ticket,web,invalid_input,/admin/dashboard/events/[id]/check-in; /venue/events/[id]/check-in,customer|organization_manager,Admission is recorded once and visible to buyer and manager,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
DOOR-01-WEB-CANCEL_OR_RETRY,door_staff,execute,DOOR-01,View guest list and scan ticket,web,cancel_or_retry,/admin/dashboard/events/[id]/check-in; /venue/events/[id]/check-in,customer|organization_manager,Admission is recorded once and visible to buyer and manager,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
DOOR-01-WEB-NOTIFICATION,door_staff,execute,DOOR-01,View guest list and scan ticket,web,notification,/admin/dashboard/events/[id]/check-in; /venue/events/[id]/check-in,customer|organization_manager,Admission is recorded once and visible to buyer and manager,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
DOOR-01-WEB-PERSISTENCE,door_staff,execute,DOOR-01,View guest list and scan ticket,web,persistence,/admin/dashboard/events/[id]/check-in; /venue/events/[id]/check-in,customer|organization_manager,Admission is recorded once and visible to buyer and manager,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
DOOR-01-WEB-ACCESSIBILITY,door_staff,execute,DOOR-01,View guest list and scan ticket,web,accessibility,/admin/dashboard/events/[id]/check-in; /venue/events/[id]/check-in,customer|organization_manager,Admission is recorded once and visible to buyer and manager,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
DOOR-01-WEB-RESPONSIVE_OR_NATIVE,door_staff,execute,DOOR-01,View guest list and scan ticket,web,responsive_or_native,/admin/dashboard/events/[id]/check-in; /venue/events/[id]/check-in,customer|organization_manager,Admission is recorded once and visible to buyer and manager,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
DOOR-01-WEB-UNAUTHORIZED,door_staff,execute,DOOR-01,View guest list and scan ticket,web,unauthorized,/admin/dashboard/events/[id]/check-in; /venue/events/[id]/check-in,customer|organization_manager,Admission is recorded once and visible to buyer and manager,ticketing,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-01-WEB-SUCCESS,platform_admin,execute,ADM-01,Review legitimate oversight and audit,web,success,/admin/dashboard,organization_manager|venue_manager,Audit action is attributed and scoped,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-01-WEB-EMPTY_STATE,platform_admin,execute,ADM-01,Review legitimate oversight and audit,web,empty_state,/admin/dashboard,organization_manager|venue_manager,Audit action is attributed and scoped,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-01-WEB-INVALID_INPUT,platform_admin,execute,ADM-01,Review legitimate oversight and audit,web,invalid_input,/admin/dashboard,organization_manager|venue_manager,Audit action is attributed and scoped,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-01-WEB-CANCEL_OR_RETRY,platform_admin,execute,ADM-01,Review legitimate oversight and audit,web,cancel_or_retry,/admin/dashboard,organization_manager|venue_manager,Audit action is attributed and scoped,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-01-WEB-NOTIFICATION,platform_admin,execute,ADM-01,Review legitimate oversight and audit,web,notification,/admin/dashboard,organization_manager|venue_manager,Audit action is attributed and scoped,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-01-WEB-PERSISTENCE,platform_admin,execute,ADM-01,Review legitimate oversight and audit,web,persistence,/admin/dashboard,organization_manager|venue_manager,Audit action is attributed and scoped,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-01-WEB-ACCESSIBILITY,platform_admin,execute,ADM-01,Review legitimate oversight and audit,web,accessibility,/admin/dashboard,organization_manager|venue_manager,Audit action is attributed and scoped,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-01-WEB-RESPONSIVE_OR_NATIVE,platform_admin,execute,ADM-01,Review legitimate oversight and audit,web,responsive_or_native,/admin/dashboard,organization_manager|venue_manager,Audit action is attributed and scoped,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-01-WEB-UNAUTHORIZED,platform_admin,execute,ADM-01,Review legitimate oversight and audit,web,unauthorized,/admin/dashboard,organization_manager|venue_manager,Audit action is attributed and scoped,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-02-WEB-SUCCESS,platform_admin,execute,ADM-02,Enforce platform admin and manager boundaries,web,success,/api/admin/team-members; /api/admin/venues/[id],foreign_org_manager,Wrong-scope reads and writes are denied,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-02-WEB-EMPTY_STATE,platform_admin,execute,ADM-02,Enforce platform admin and manager boundaries,web,empty_state,/api/admin/team-members; /api/admin/venues/[id],foreign_org_manager,Wrong-scope reads and writes are denied,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-02-WEB-INVALID_INPUT,platform_admin,execute,ADM-02,Enforce platform admin and manager boundaries,web,invalid_input,/api/admin/team-members; /api/admin/venues/[id],foreign_org_manager,Wrong-scope reads and writes are denied,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-02-WEB-CANCEL_OR_RETRY,platform_admin,execute,ADM-02,Enforce platform admin and manager boundaries,web,cancel_or_retry,/api/admin/team-members; /api/admin/venues/[id],foreign_org_manager,Wrong-scope reads and writes are denied,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-02-WEB-NOTIFICATION,platform_admin,execute,ADM-02,Enforce platform admin and manager boundaries,web,notification,/api/admin/team-members; /api/admin/venues/[id],foreign_org_manager,Wrong-scope reads and writes are denied,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-02-WEB-PERSISTENCE,platform_admin,execute,ADM-02,Enforce platform admin and manager boundaries,web,persistence,/api/admin/team-members; /api/admin/venues/[id],foreign_org_manager,Wrong-scope reads and writes are denied,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-02-WEB-ACCESSIBILITY,platform_admin,execute,ADM-02,Enforce platform admin and manager boundaries,web,accessibility,/api/admin/team-members; /api/admin/venues/[id],foreign_org_manager,Wrong-scope reads and writes are denied,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-02-WEB-RESPONSIVE_OR_NATIVE,platform_admin,execute,ADM-02,Enforce platform admin and manager boundaries,web,responsive_or_native,/api/admin/team-members; /api/admin/venues/[id],foreign_org_manager,Wrong-scope reads and writes are denied,admin,needs_ui_confirmation,not_run,,,,,,,,,,
ADM-02-WEB-UNAUTHORIZED,platform_admin,execute,ADM-02,Enforce platform admin and manager boundaries,web,unauthorized,/api/admin/team-members; /api/admin/venues/[id],foreign_org_manager,Wrong-scope reads and writes are denied,admin,needs_ui_confirmation,not_run,,,,,,,,,,
FOREIGN-01-WEB-SUCCESS,foreign_org_manager,plan,FOREIGN-01,Attempt another tenant event venue and staff access,web,success,/admin/dashboard/events; /api/admin/venues/[id],organization_manager|venue_manager,No foreign private data or mutation is accessible,database,needs_ui_confirmation,not_run,,,,,,,,,,
FOREIGN-01-WEB-EMPTY_STATE,foreign_org_manager,plan,FOREIGN-01,Attempt another tenant event venue and staff access,web,empty_state,/admin/dashboard/events; /api/admin/venues/[id],organization_manager|venue_manager,No foreign private data or mutation is accessible,database,needs_ui_confirmation,not_run,,,,,,,,,,
FOREIGN-01-WEB-INVALID_INPUT,foreign_org_manager,plan,FOREIGN-01,Attempt another tenant event venue and staff access,web,invalid_input,/admin/dashboard/events; /api/admin/venues/[id],organization_manager|venue_manager,No foreign private data or mutation is accessible,database,needs_ui_confirmation,not_run,,,,,,,,,,
FOREIGN-01-WEB-CANCEL_OR_RETRY,foreign_org_manager,plan,FOREIGN-01,Attempt another tenant event venue and staff access,web,cancel_or_retry,/admin/dashboard/events; /api/admin/venues/[id],organization_manager|venue_manager,No foreign private data or mutation is accessible,database,needs_ui_confirmation,not_run,,,,,,,,,,
FOREIGN-01-WEB-NOTIFICATION,foreign_org_manager,plan,FOREIGN-01,Attempt another tenant event venue and staff access,web,notification,/admin/dashboard/events; /api/admin/venues/[id],organization_manager|venue_manager,No foreign private data or mutation is accessible,database,needs_ui_confirmation,not_run,,,,,,,,,,
FOREIGN-01-WEB-PERSISTENCE,foreign_org_manager,plan,FOREIGN-01,Attempt another tenant event venue and staff access,web,persistence,/admin/dashboard/events; /api/admin/venues/[id],organization_manager|venue_manager,No foreign private data or mutation is accessible,database,needs_ui_confirmation,not_run,,,,,,,,,,
FOREIGN-01-WEB-ACCESSIBILITY,foreign_org_manager,plan,FOREIGN-01,Attempt another tenant event venue and staff access,web,accessibility,/admin/dashboard/events; /api/admin/venues/[id],organization_manager|venue_manager,No foreign private data or mutation is accessible,database,needs_ui_confirmation,not_run,,,,,,,,,,
FOREIGN-01-WEB-RESPONSIVE_OR_NATIVE,foreign_org_manager,plan,FOREIGN-01,Attempt another tenant event venue and staff access,web,responsive_or_native,/admin/dashboard/events; /api/admin/venues/[id],organization_manager|venue_manager,No foreign private data or mutation is accessible,database,needs_ui_confirmation,not_run,,,,,,,,,,
FOREIGN-01-WEB-UNAUTHORIZED,foreign_org_manager,plan,FOREIGN-01,Attempt another tenant event venue and staff access,web,unauthorized,/admin/dashboard/events; /api/admin/venues/[id],organization_manager|venue_manager,No foreign private data or mutation is accessible,database,needs_ui_confirmation,not_run,,,,,,,,,,
MOB-CAT-AUTH_SIGNUP_LOGIN-IOS-SUCCESS,customer,identity,MOB-CAT-auth-signup-login,"Create a campaign account, sign in, and retain the session after restart",ios,success,mobile /signup → /login,same actor,Authenticated profile persists,general-user,needs_ui_confirmation,not_run,,,,,,,,,,
